hr_fact_id,date,employee_key,department_key,job_key,location_key,salary,attrition_flag
107,2020-12-14,35,35,800,902,69894,0
108,2021-12-17,35,35,800,902,73222,0
109,2023-03-23,35,35,800,902,76550,0
110,2017-04-10,36,16,815,908,105278,0
111,2018-07-02,36,16,815,908,110541,0
112,2015-09-27,37,27,809,922,44551,0
113,2018-12-12,38,15,801,908,90616,0
114,2019-08-07,38,15,801,920,95146,0
115,2021-01-19,38,15,804,920,99677,0
116,2021-08-30,38,34,804,920,104208,0
117,2021-09-22,39,23,809,918,109399,0
118,2022-04-20,39,23,809,918,114868,0
119,2023-01-31,39,23,809,907,120338,0
120,2015-06-29,40,17,809,922,65056,0
121,2016-12-19,40,17,809,922,68308,0
122,2018-05-03,40,17,809,922,71561,1
123,2015-10-18,41,15,809,919,102607,0
124,2021-03-07,42,25,814,902,106385,0
125,2021-09-23,42,25,814,902,111704,0
126,2022-04-04,42,25,818,924,117023,0
127,2023-09-10,42,25,818,924,122342,0
128,2024-06-05,42,25,818,924,127662,0
129,2019-01-11,43,23,810,910,115835,0
130,2019-09-01,43,23,810,910,121626,0
131,2020-07-24,43,23,810,910,127418,0
132,2021-02-07,43,23,810,910,133210,0
133,2020-04-22,44,23,801,906,95952,0
134,2021-04-22,44,23,801,906,100749,0
135,2021-11-14,44,19,817,906,105547,0
136,2023-05-05,44,30,817,906,110344,0
137,2024-03-02,44,30,817,913,115142,1
138,2020-10-31,45,32,808,913,91242,0
139,2021-12-26,45,16,817,913,95804,0
140,2023-03-11,45,12,817,913,100366,0
141,2018-04-19,46,33,809,926,104931,0
142,2021-04-25,47,34,817,912,87682,0
143,2022-04-04,47,34,817,912,92066,0
144,2023-04-15,47,33,813,912,96450,0
145,2020-09-05,48,40,801,904,93836,0
146,2021-12-31,48,37,801,904,98527,0
147,2015-12-19,49,25,808,910,109691,0
148,2017-06-05,49,20,808,910,115175,0
149,2021-03-12,50,11,819,902,58771,0
150,2022-07-28,50,11,819,902,61709,0
151,2023-03-11,50,30,819,902,64648,0
152,2023-10-28,50,30,819,902,67586,1
153,2021-06-22,51,31,805,905,50946,0
154,2022-01-28,51,31,805,905,53493,0
155,2023-04-07,51,24,805,905,56040,0
156,2024-05-26,51,24,800,905,58587,0
157,2022-04-17,52,40,813,922,60780,0
158,2023-06-04,52,40,813,922,63819,0
159,2024-08-04,52,40,812,922,66858,0
160,2021-12-04,53,33,815,926,65512,0
161,2017-12-08,54,31,804,920,40735,0
162,2019-04-23,54,31,804,920,42771,0
163,2020-08-11,54,39,804,920,44808,0
164,2021-09-07,54,39,804,920,46845,0
165,2022-09-09,54,39,804,920,48882,0
166,2020-05-18,55,40,802,904,57571,0
167,2016-02-20,56,35,812,900,62663,0
168,2017-05-19,56,35,811,900,65796,0
169,2018-09-10,56,35,811,900,68929,0
170,2022-04-02,57,36,814,922,67608,0
171,2017-10-04,58,38,817,904,78940,0
172,2023-04-11,59,14,813,920,40978,0
173,2024-06-14,59,14,813,920,43026,0
174,2025-11-29,59,14,813,920,45075,0
175,2026-01-09,59,14,811,920,47124,0
176,2026-02-08,59,14,808,920,49173,0
177,2015-09-11,60,35,810,907,44505,0
178,2018-10-23,61,34,804,925,106116,0
179,2019-04-22,61,34,804,925,111421,0
180,2021-09-23,62,20,800,905,62782,0
181,2022-04-17,62,20,813,905,65921,0
182,2015-08-12,63,33,816,909,88036,0
183,2017-01-02,63,25,816,909,92437,0
184,2018-02-04,63,25,816,909,96839,0
185,2018-09-09,63,25,816,909,101241,0
186,2019-05-11,63,25,820,909,105643,0
187,2022-12-30,64,13,820,920,100264,0
188,2019-08-07,65,23,803,910,83936,0
189,2020-07-12,65,23,803,910,88132,0
190,2021-09-07,65,13,802,910,92329,0
191,2022-09-12,65,13,802,910,96526,0
192,2023-03-19,66,11,809,919,68953,0
193,2024-03-13,66,11,816,919,72400,0
194,2025-01-01,66,11,816,919,75848,0
195,2025-08-27,66,11,816,919,79295,0
196,2015-06-14,67,15,808,922,68499,0
197,2016-06-01,67,15,808,922,71923,0
198,2017-10-30,67,30,808,922,75348,1
199,2023-03-21,68,20,818,919,39135,0
200,2023-10-13,68,12,819,919,41091,0
201,2025-03-14,68,12,819,919,43048,0
202,2021-01-13,69,31,809,901,56903,0
203,2022-01-30,69,16,809,901,59748,0
204,2022-11-14,69,16,809,901,62593,0
205,2023-07-13,69,16,813,901,65438,0
206,2015-08-08,70,23,800,914,38205,0
207,2016-07-13,70,23,800,914,40115,0
208,2017-08-10,70,20,812,914,42025,0
209,2018-12-19,70,20,812,914,43935,0
210,2018-12-07,71,17,810,924,50037,0
211,2019-07-14,71,26,810,924,52538,0
212,2020-07-06,71,26,810,924,55040,1
213,2017-02-10,72,40,820,915,88811,0
214,2018-10-01,73,37,820,910,47786,0
215,2019-11-10,73,37,814,910,50175,0
216,2021-03-06,73,24,816,910,52564,0
217,2021-10-01,73,24,816,910,54953,0
218,2022-05-15,73,24,816,910,57343,0
219,2021-11-29,74,25,816,904,36109,0
220,2023-01-13,74,25,810,920,37914,0
221,2023-10-08,74,25,814,920,39719,0
222,2022-09-27,75,29,801,925,110691,0
223,2024-02-20,75,29,801,925,116225,0
224,2025-03-03,75,29,819,925,121760,0
225,2016-07-28,76,29,802,909,101259,0
226,2017-08-04,76,29,802,909,106321,0
227,2019-01-25,76,29,802,909,111384,0
228,2020-04-18,76,29,813,909,116447,0
229,2016-11-11,77,12,809,925,41256,0
230,2018-01-24,77,12,809,925,43318,1
231,2016-12-11,78,15,819,925,49697,0
232,2018-01-19,78,15,811,925,52181,0
233,2018-08-06,79,40,815,926,53430,0
234,2019-08-09,79,40,815,926,56101,0
235,2021-11-27,80,14,808,901,112040,0
236,2023-01-27,80,14,808,901,117642,0
237,2020-01-12,81,12,807,926,87130,0
238,2021-01-04,81,12,807,926,91486,0
239,2016-10-06,82,14,801,909,89925,0
240,2018-03-26,82,14,801,909,94421,0
241,2019-08-03,82,16,802,909,98917,0
242,2015-08-30,83,17,813,920,109633,0
243,2021-07-29,84,17,804,909,84261,0
244,2022-01-25,84,17,804,909,88474,0
245,2023-06-29,84,17,804,909,92687,0
246,2024-09-20,84,17,804,909,96900,0
247,2025-03-29,84,17,804,909,101113,0
248,2021-08-26,85,33,810,904,33811,0
249,2022-12-04,86,25,820,905,45675,0
250,2023-07-04,86,25,820,906,47958,0
251,2024-01-22,86,25,820,906,50242,0
252,2024-12-25,86,25,820,906,52526,0
253,2018-03-11,87,13,811,913,80431,0
254,2019-04-20,87,13,811,913,84452,0
255,2020-06-27,87,13,811,913,88474,0
256,2021-03-30,88,19,810,903,38494,0
257,2022-03-12,88,19,810,903,40418,0
258,2022-01-08,89,23,808,920,35518,0
259,2022-08-14,89,23,808,920,37293,0
260,2024-01-23,89,29,800,920,39069,0
261,2015-06-28,90,29,804,921,86972,0
262,2016-07-01,90,29,804,921,91320,0
263,2017-09-25,90,29,804,921,95669,0
264,2018-05-21,90,29,805,921,100017,0
265,2019-08-31,90,29,808,921,104366,0
266,2020-03-12,91,15,814,902,117381,0
267,2018-06-28,92,37,805,922,119779,0
268,2019-11-16,92,37,811,922,125767,0
269,2020-08-24,92,37,811,922,131756,0
270,2016-02-04,93,12,809,912,90739,0
271,2017-04-28,93,12,809,912,95275,0
272,2017-12-28,93,12,809,912,99812,0
273,2019-06-09,93,36,809,912,104349,0
274,2020-10-28,93,36,809,912,108886,0
275,2018-09-29,94,39,807,911,96012,0
276,2019-08-20,94,39,807,911,100812,0
277,2021-10-06,95,40,818,904,50439,0
278,2023-03-07,95,40,818,904,52960,0
279,2018-02-04,96,30,806,924,102991,0
280,2019-03-04,96,38,806,924,108140,0
281,2020-01-26,96,38,806,924,113290,0
282,2021-07-09,96,38,806,924,118439,0
283,2022-03-26,96,38,806,924,123589,0
284,2019-08-07,97,14,811,916,101616,0
285,2020-03-28,97,14,811,916,106696,0
286,2021-01-28,97,14,801,916,111777,0
287,2023-03-19,98,20,806,924,48885,0
288,2024-05-27,98,20,806,924,51329,0
289,2025-08-04,98,20,812,924,53773,0
290,2024-06-30,98,19,812,924,56217,0
291,2026-01-10,98,19,812,903,58662,0
292,2015-09-13,99,28,817,906,75516,0
293,2016-12-19,99,28,812,906,79291,0
294,2017-11-07,99,28,812,906,83067,0
295,2018-07-10,99,28,812,906,86843,0
296,2015-07-30,100,11,801,904,71652,0
297,2016-09-24,100,38,801,904,75234,0
298,2017-09-06,100,38,801,904,78817,0
299,2019-01-14,100,38,801,904,82399,0
300,2020-03-29,100,38,801,904,85982,0
301,2021-10-26,101,25,808,920,103821,0
302,2019-05-23,102,14,807,901,103047,0
303,2020-11-11,102,14,800,901,108199,0
304,2021-12-07,102,14,800,901,113351,0
305,2023-02-01,102,14,800,904,118504,0
306,2024-04-21,102,14,810,904,123656,0
307,2021-12-19,103,25,806,907,64569,0
308,2023-03-29,103,25,809,907,67797,0
309,2024-09-12,103,25,809,907,71025,0
310,2018-12-30,104,40,804,909,33513,0
311,2019-11-22,104,39,804,909,35188,0
312,2020-09-28,104,39,804,909,36864,0
313,2021-08-12,104,39,804,909,38539,0
314,2015-09-19,105,13,813,910,89918,0
315,2016-05-07,105,40,813,910,94413,0
316,2018-05-07,106,20,809,920,35754,0
317,2018-12-18,106,20,809,920,37541,0
318,2015-07-14,107,36,812,925,92930,0
319,2016-04-14,107,36,812,925,97576,0
320,2021-01-02,108,25,804,925,94088,0
321,2022-02-25,108,25,803,925,98792,0
322,2023-07-21,108,20,805,925,103496,0
323,2024-11-02,108,20,805,925,108201,0
324,2024-07-24,108,20,805,925,112905,1
325,2018-01-19,109,22,807,914,62995,0
326,2022-11-23,110,17,801,921,43495,0
327,2024-01-15,110,17,801,921,45669,0
328,2025-07-08,110,17,801,921,47844,0
329,2020-03-24,111,33,819,911,82505,0
330,2021-09-14,111,33,819,911,86630,0
331,2021-01-07,112,24,816,922,75419,1
332,2016-10-21,113,15,810,925,96202,0
333,2017-12-01,113,15,806,925,101012,0
334,2019-02-15,113,14,806,925,105822,0
335,2020-04-03,113,14,806,925,110632,0
336,2021-03-06,113,14,806,925,115442,0
337,2020-06-02,114,11,809,913,51590,0
338,2020-02-27,115,37,812,912,38518,0
339,2021-08-09,115,37,812,912,40443,0
340,2022-08-02,115,37,817,912,42369,0
341,2023-05-23,115,37,817,912,44295,0
342,2019-01-03,116,14,808,906,42790,0
343,2019-07-18,116,14,808,906,44929,0
344,2020-01-22,116,11,802,906,47069,0
345,2021-06-29,116,33,802,914,49208,0
346,2017-10-02,117,36,818,910,103690,0
347,2019-01-31,117,36,818,910,108874,0
348,2019-10-11,117,36,818,910,114059,0
349,2021-05-11,118,25,801,911,112320,0
350,2022-10-16,118,25,801,911,117936,0
351,2023-11-09,118,25,812,911,123552,0
352,2024-09-07,118,25,812,911,129167,0
353,2019-06-25,119,17,808,906,71288,0
354,2020-11-17,119,17,814,923,74852,0
355,2021-09-18,120,33,817,906,90835,0
356,2022-07-01,120,33,817,906,95376,1
357,2022-12-05,121,29,806,912,59369,0
358,2024-03-11,121,29,806,912,62337,0
359,2018-09-19,122,39,806,911,69015,0
360,2019-10-15,122,39,807,917,72465,0
361,2021-02-05,122,39,807,917,75916,0
362,2022-01-19,122,39,818,917,79367,0
363,2020-04-17,123,15,811,905,46344,0
364,2021-07-20,123,15,811,905,48661,0
365,2022-12-10,123,15,811,905,50978,0
366,2023-07-16,123,15,811,905,53295,0
367,2022-01-20,124,30,819,915,114413,0
368,2021-02-18,125,19,800,916,119469,0
369,2022-07-28,125,19,800,916,125442,0
370,2023-03-14,125,19,800,916,131415,0
371,2017-11-08,126,32,807,909,117658,0
372,2018-06-17,126,32,807,909,123540,0
373,2019-01-30,126,32,807,909,129423,0
374,2020-06-19,126,37,805,909,135306,0
375,2021-06-03,126,37,805,916,141189,0
376,2021-03-20,127,28,801,905,69220,0
377,2021-09-24,127,28,801,905,72681,0
378,2022-10-12,127,28,801,905,76142,0
379,2022-11-09,128,33,802,916,73332,0
380,2023-06-04,128,33,807,916,76998,0
381,2020-08-17,129,17,811,917,77207,0
382,2021-09-22,129,17,818,919,81067,0
383,2022-08-19,129,17,818,904,84927,0
384,2023-08-28,129,17,818,904,88788,0
385,2016-08-11,130,12,805,913,86830,0
386,2021-10-31,131,35,810,925,78493,0
387,2022-05-05,131,35,812,925,82417,0
388,2023-08-14,131,35,812,925,86342,0
389,2024-05-06,131,35,812,925,90266,0
390,2025-03-19,131,23,812,925,94191,0
391,2021-10-14,132,29,806,914,42021,0
392,2022-06-20,132,29,806,914,44122,0
393,2023-10-30,132,29,806,914,46223,0
394,2024-12-03,132,29,806,914,48324,1
395,2019-08-05,133,40,810,909,119089,0
396,2020-12-21,133,40,810,909,125043,0
397,2017-02-21,134,31,817,900,88505,0
398,2017-12-05,134,31,817,900,92930,0
399,2018-12-29,134,19,817,900,97355,0
400,2020-05-29,134,19,813,919,101780,0
401,2021-07-28,134,19,813,919,106206,0
402,2021-10-14,135,30,802,903,60536,0
403,2023-03-14,135,30,802,903,63562,0
404,2024-06-24,135,30,802,903,66589,0
405,2025-06-08,135,30,802,908,69616,0
406,2026-01-31,135,30,802,908,72643,0
407,2016-10-25,136,21,800,915,41703,0
408,2017-09-21,136,21,800,915,43788,0
409,2018-05-31,136,21,800,915,45873,0
410,2019-08-20,136,21,800,915,47958,0
411,2021-02-06,136,11,800,915,50043,1
412,2020-11-29,137,15,817,905,71383,0
413,2022-03-10,137,15,817,905,74952,0
414,2020-03-02,138,28,813,912,28583,0
415,2021-08-24,138,28,808,912,30012,1
416,2020-04-04,139,13,808,921,92157,0
417,2021-06-28,139,13,808,921,96764,0
418,2022-01-06,140,28,802,921,45556,0
419,2022-12-12,140,21,809,921,47833,0
420,2024-02-26,140,21,809,921,50111,0
421,2021-05-07,141,15,815,909,46388,0
422,2022-02-06,141,15,815,911,48707,0
423,2019-09-18,142,31,815,913,86176,0
424,2020-11-21,142,34,818,913,90484,0
425,2021-06-05,142,34,817,913,94793,0
426,2022-09-17,142,34,817,913,99102,1
427,2023-03-10,143,24,817,906,83725,1
428,2018-01-27,144,21,802,914,43386,0
429,2018-11-24,144,21,818,914,45555,0
430,2020-03-30,144,21,818,914,47724,0
431,2021-01-09,144,21,818,914,49893,0
432,2021-07-19,145,18,816,926,117037,0
433,2022-03-04,145,18,813,926,122888,0
434,2023-08-01,145,18,804,926,128740,0
435,2019-05-02,146,24,802,920,40202,0
436,2020-05-22,146,24,802,920,42212,0
437,2021-05-25,146,24,802,920,44222,0
438,2022-01-07,146,24,802,920,46232,0
439,2020-09-03,147,18,810,926,65171,0
440,2021-08-21,147,37,810,926,68429,0
441,2015-04-23,148,13,805,914,87836,0
442,2015-10-20,148,13,805,914,92227,0
443,2016-06-23,148,13,805,914,96619,0
444,2017-05-09,148,13,811,914,101011,0
445,2019-12-10,149,30,802,922,40475,0
446,2020-06-07,149,17,802,922,42498,0
447,2022-11-28,150,14,815,902,58008,0
448,2023-12-09,150,21,803,902,60908,0
449,2024-08-15,150,21,803,902,63808,0
450,2026-01-05,150,26,803,902,66709,0
451,2019-09-29,151,29,814,925,56474,0
452,2020-05-10,151,13,814,925,59297,0
453,2021-05-01,152,29,819,923,107638,0
454,2022-03-22,152,29,819,923,113019,0
455,2022-05-16,153,11,807,915,78578,0
456,2023-01-08,153,11,820,915,82506,0
457,2023-07-13,153,11,820,915,86435,0
458,2015-12-11,154,10,818,902,29807,0
459,2016-10-20,154,10,801,902,31297,0
460,2017-09-11,154,10,801,902,32787,0
461,2019-03-04,154,10,801,902,34278,0
462,2021-02-21,155,20,812,918,111138,0
463,2022-07-18,155,32,812,918,116694,0
464,2021-12-14,156,11,809,921,114252,0
465,2022-09-09,156,11,804,921,119964,0
466,2023-09-01,156,11,804,921,125677,0
467,2024-05-23,156,11,804,921,131389,0
468,2025-01-18,156,35,804,921,137102,0
469,2019-03-02,157,11,815,925,102302,0
470,2019-11-22,157,11,815,925,107417,0
471,2021-03-09,157,33,815,925,112532,0
472,2021-09-27,157,11,815,925,117647,0
473,2022-10-08,157,11,815,925,122762,1
474,2018-03-03,158,36,802,918,76864,0
475,2018-10-30,158,36,802,918,80707,0
476,2020-01-17,158,36,802,914,84550,0
477,2021-06-13,159,35,809,923,109620,0
478,2022-04-13,159,35,809,923,115101,0
479,2023-01-18,159,35,809,923,120582,0
480,2018-11-19,160,10,812,925,68306,1
481,2023-02-08,161,18,802,901,58339,0
482,2024-04-29,161,18,802,901,61255,0
483,2021-06-29,162,11,813,921,45132,0
484,2022-04-26,162,11,810,921,47388,0
485,2023-04-08,162,11,810,906,49645,0
486,2023-12-13,162,11,810,906,51901,0
487,2024-09-02,162,11,810,906,54158,0
488,2016-11-22,163,35,809,926,119341,0
489,2019-07-28,164,26,801,921,67169,0
490,2020-06-05,164,26,801,921,70527,0
491,2021-07-21,164,26,801,903,73885,0
492,2017-05-07,165,36,812,911,117952,0
493,2018-09-21,165,28,812,911,123849,0
494,2016-02-27,166,38,810,903,33596,0
495,2017-04-18,166,38,818,903,35275,0
496,2018-03-18,167,18,814,926,47481,0
497,2018-10-01,167,18,814,926,49855,0
498,2022-05-02,168,38,816,907,110674,0
499,2023-08-03,168,38,816,907,116207,0
500,2019-06-25,169,18,805,900,69795,0
501,2020-10-22,169,25,808,900,73284,0
502,2022-02-13,169,25,808,900,76774,0
503,2021-08-01,170,37,812,911,50768,0
504,2022-04-28,170,37,810,911,53306,0
505,2021-06-10,171,40,806,926,92517,0
506,2022-09-10,171,40,806,907,97142,0
507,2018-12-12,172,32,805,925,70413,0
508,2019-07-10,172,32,818,925,73933,1
509,2021-09-12,173,13,810,909,70284,0
510,2022-05-19,173,13,810,909,73798,0
511,2023-10-08,173,13,810,909,77312,0
512,2025-01-17,173,13,810,909,80826,0
513,2016-07-21,174,15,800,922,103082,0
514,2017-08-05,174,15,800,922,108236,0
515,2018-05-05,174,15,800,922,113390,0
516,2017-01-03,175,30,802,926,115821,0
517,2018-05-25,175,30,802,906,121612,0
518,2019-03-28,175,30,802,906,127403,0
519,2020-08-27,176,38,812,911,99568,0
520,2021-09-03,176,38,815,911,104546,0
521,2023-02-16,176,37,814,900,109524,0
522,2024-01-25,176,15,803,900,114503,0
523,2020-07-16,177,32,800,913,113673,0
524,2021-04-06,177,32,800,910,119356,0
525,2022-01-16,177,32,800,910,125040,0
526,2023-04-17,177,32,809,912,130723,0
527,2024-08-01,177,32,809,900,136407,0
528,2015-06-01,178,16,805,920,66248,0
529,2022-07-16,179,18,802,920,99319,0
530,2023-07-29,179,18,812,920,104284,0
531,2024-06-07,179,18,812,920,109250,0
532,2025-09-18,179,21,803,920,114216,0
533,2021-02-17,180,31,815,918,58886,0
534,2022-04-16,180,31,812,918,61830,0
535,2023-06-27,180,31,812,918,64774,0
536,2024-11-05,180,31,814,918,67718,0
537,2021-10-19,181,18,810,923,36783,0
538,2022-05-31,181,18,810,923,38622,0
539,2019-10-31,182,13,813,904,47424,0
540,2021-02-12,182,13,813,904,49795,0
541,2021-10-04,182,19,813,904,52166,0
542,2022-09-25,182,19,813,904,54537,0
543,2024-01-10,182,18,813,904,56908,0
544,2015-09-05,183,33,815,908,76816,0
545,2016-03-13,183,33,815,908,80656,0
546,2020-02-04,184,34,810,908,82627,0
547,2021-06-07,184,34,810,908,86758,0
548,2022-06-30,184,34,810,908,90889,0
549,2021-01-02,185,38,818,900,50772,0
550,2021-10-07,185,38,818,901,53310,0
551,2019-07-30,186,30,803,921,32005,0
552,2020-05-28,186,30,803,921,33605,0
553,2021-07-24,186,30,803,921,35205,0
554,2022-06-01,186,30,803,921,36805,0
555,2023-06-13,186,30,818,921,38406,0
556,2022-10-11,187,10,815,904,112852,0
557,2019-11-17,188,38,812,925,73706,0
558,2021-01-05,188,38,814,925,77391,0
559,2022-05-19,188,26,814,925,81076,0
560,2020-07-12,189,12,810,908,111964,0
561,2015-10-06,190,35,819,912,114577,0
562,2016-09-13,190,35,819,912,120305,0
563,2023-01-25,191,28,806,910,57145,0
564,2024-07-09,191,28,806,910,60002,0
565,2025-12-14,191,28,806,910,62859,0
566,2024-04-03,191,28,806,904,65716,0
567,2024-04-04,191,28,806,904,68574,0
568,2019-11-04,192,35,810,911,62152,0
569,2021-02-25,192,35,803,911,65259,0
570,2022-06-18,192,35,803,911,68367,0
571,2016-10-25,193,14,806,910,81633,0
572,2018-08-22,194,30,801,900,87251,0
573,2019-07-08,194,30,805,900,91613,0
574,2019-06-05,195,10,801,917,54137,0
575,2020-06-10,195,10,801,917,56843,0
576,2021-09-04,195,10,800,917,59550,0
577,2023-02-21,195,10,800,917,62257,0
578,2021-10-24,196,26,810,913,118017,0
579,2022-06-29,196,26,810,913,123917,0
580,2023-04-01,196,17,812,913,129818,0
581,2023-12-04,196,17,800,913,135719,0
582,2024-12-05,196,17,800,913,141620,0
583,2015-09-01,197,32,803,913,86237,0
584,2018-07-03,198,23,803,921,96197,0
585,2023-03-10,199,29,803,909,42943,0
586,2023-10-30,199,29,803,909,45090,0
587,2025-01-19,199,29,803,909,47237,0
588,2025-10-08,199,29,815,909,49384,0
589,2025-03-25,199,31,815,903,51531,0
590,2023-03-29,200,33,803,926,61540,0
591,2017-01-31,201,37,801,925,66085,0
592,2015-03-27,202,37,804,921,112829,0
593,2019-04-22,203,36,810,905,42920,0
594,2022-05-27,204,38,805,903,45368,0
595,2023-11-14,204,38,805,903,47636,0
596,2024-07-04,204,38,805,903,49904,0
597,2025-12-13,204,38,805,903,52173,0
598,2020-08-07,205,13,813,914,34025,0
599,2021-03-07,205,37,810,914,35726,0
600,2022-06-25,205,37,810,914,37427,0
601,2023-06-13,205,37,810,914,39128,0
602,2021-05-21,206,38,819,901,29526,0
603,2022-10-12,206,38,819,901,31002,0
604,2015-09-10,207,26,807,917,112320,0
605,2016-09-17,207,26,807,917,117936,0
606,2018-01-03,207,26,807,917,123552,1
607,2021-04-14,208,10,802,925,107194,0
608,2022-08-23,208,10,802,925,112553,0
609,2024-01-20,208,10,802,925,117913,0
610,2024-08-14,208,10,802,925,123273,0
611,2025-12-24,208,10,802,925,128632,0
612,2021-04-08,209,26,811,922,41935,0
613,2021-10-28,209,26,811,922,44031,0
614,2022-11-21,209,26,819,922,46128,0
615,2019-10-10,210,11,820,926,116098,0
616,2015-03-05,211,26,801,917,84729,0
617,2016-06-26,211,26,801,917,88965,0
618,2017-03-23,211,26,801,917,93201,0
619,2017-11-11,211,26,801,917,97438,0
620,2018-03-12,212,22,810,909,87355,0
621,2018-11-15,212,22,819,909,91722,0
622,2022-03-22,213,16,806,906,109810,0
623,2023-02-13,213,16,806,906,115300,0
624,2024-07-09,213,16,806,906,120791,0
625,2025-11-27,213,21,806,906,126281,0
626,2025-09-01,213,21,806,906,131772,0
627,2019-05-26,214,14,801,921,35419,0
628,2022-11-14,215,35,809,906,98932,1
629,2019-06-27,216,17,816,925,119242,0
630,2020-05-19,216,22,816,925,125204,0
631,2021-10-31,216,22,816,908,131166,0
632,2022-08-10,216,22,816,908,137128,0
633,2023-06-01,216,22,816,908,143090,0
