campaign_fact_id,date,campaign_key,product_key,channel_key,region_key,spend,leads_generated,impressions
290,2022-03-15,30,10,601,402,1486.93,142,70875
291,2022-03-15,14,44,619,402,6063.57,25,27634
292,2022-03-16,9,48,616,408,1955.66,40,71141
293,2022-03-16,8,35,614,403,2267.9,16,48038
294,2022-03-16,25,54,607,402,16642.6,75,34881
295,2022-03-16,49,21,615,408,1667.04,59,9148
296,2022-03-16,2,12,612,408,5115.08,40,38199
297,2022-03-16,38,46,601,400,1059.66,140,47453
298,2022-03-16,35,2,603,406,2205.41,43,57943
299,2022-03-16,49,52,611,400,1501.45,92,4189
300,2022-03-16,24,37,602,406,5538.3,80,46663
301,2022-03-16,53,16,604,401,12878.07,45,83333
302,2022-03-16,36,47,604,403,6422.17,91,22663
303,2022-03-17,3,5,604,411,3997.37,105,23420
304,2022-03-17,30,20,619,408,2258.03,50,31299
305,2022-03-17,26,39,618,405,5565.83,75,79774
306,2022-03-17,32,39,615,400,12367.16,26,157464
307,2022-03-17,27,40,620,400,6372.19,43,95929
308,2022-03-18,37,30,601,409,1597.21,154,92447
309,2022-03-18,47,49,604,410,1105.49,139,840
310,2022-03-18,13,3,614,405,7444.14,31,18362
311,2022-03-18,27,61,601,411,672.82,72,83516
312,2022-03-18,21,62,616,406,3823.77,32,70249
313,2022-03-18,59,44,617,405,7082.82,43,89963
314,2022-03-18,31,25,607,404,32323.47,18,256035
315,2022-03-18,50,37,606,411,2262.47,120,886
316,2022-03-18,23,36,609,401,6161.29,79,59767
317,2022-03-18,58,51,611,402,3614.07,46,20358
318,2022-03-18,23,57,620,404,7726.05,37,36485
319,2022-03-18,53,35,617,411,10432.43,8,422792
320,2022-03-18,48,31,607,400,4349.17,130,4697
321,2022-03-18,41,30,601,401,1415.91,140,23178
322,2022-03-19,50,18,600,408,2944.78,40,7666
323,2022-03-19,42,61,615,410,2795.1,46,52096
324,2022-03-19,19,8,602,410,9463.73,39,7444
325,2022-03-19,59,23,613,402,9405.3,14,62034
326,2022-03-19,51,64,605,411,24242.63,14,119643
327,2022-03-19,1,39,618,409,1965.71,52,47298
328,2022-03-19,30,64,604,408,5212.19,51,7429
329,2022-03-19,22,21,614,410,3315.38,33,11846
330,2022-03-19,48,44,609,409,2186.0,44,3875
331,2022-03-19,40,52,613,408,3951.34,61,97720
332,2022-03-19,7,24,604,407,3912.42,61,3268
333,2022-03-19,17,50,607,407,23597.67,39,24788
334,2022-03-19,38,2,608,410,4235.97,40,18142
335,2022-03-19,43,16,614,404,2437.45,74,50760
336,2022-03-19,45,16,620,404,4307.9,38,38721
337,2022-03-20,31,20,614,411,24776.76,16,318022
338,2022-03-20,45,61,617,410,8430.43,41,99173
339,2022-03-20,49,11,616,407,1820.43,66,2279
340,2022-03-20,59,15,601,408,2737.8,70,85065
341,2022-03-20,35,20,605,405,8690.37,66,25235
342,2022-03-20,44,27,618,407,1818.47,75,68390
343,2022-03-20,52,8,614,402,15264.96,19,395651
344,2022-03-21,36,60,609,411,1195.93,42,10395
345,2022-03-21,48,28,618,401,613.22,64,2044
346,2022-03-21,35,8,602,407,1285.61,62,33590
347,2022-03-21,50,18,620,411,2114.7,73,7135
348,2022-03-21,58,49,614,406,4380.81,79,27431
349,2022-03-22,56,45,603,402,24856.94,17,377265
350,2022-03-22,9,29,600,400,9806.42,69,98276
351,2022-03-22,47,55,617,406,2558.4,51,8546
352,2022-03-22,23,20,608,403,9436.69,24,14222
353,2022-03-22,52,54,619,400,9813.33,7,152898
354,2022-03-22,39,5,614,409,7048.21,16,42077
355,2022-03-22,48,6,612,407,1085.85,47,1924
356,2022-03-22,9,38,607,411,12369.99,76,41051
357,2022-03-22,20,19,616,403,7376.28,22,8994
358,2022-03-22,36,23,620,410,4844.81,73,16145
359,2022-03-22,23,49,616,405,7266.78,62,29558
360,2022-03-22,20,49,605,408,8155.74,19,24709
361,2022-03-22,55,19,614,400,16247.72,18,392178
362,2022-03-22,34,18,612,403,3294.96,52,94765
363,2022-03-22,6,58,611,401,5820.72,34,16755
364,2022-03-23,25,6,602,403,8241.86,37,72835
365,2022-03-23,14,43,609,400,4753.5,17,12688
366,2022-03-23,48,62,607,411,4022.01,69,7498
367,2022-03-23,59,31,617,405,7979.62,58,71112
368,2022-03-23,35,46,609,404,4236.8,73,71080
369,2022-03-23,7,61,610,403,4336.34,62,15992
370,2022-03-23,37,29,604,400,3346.97,94,14607
371,2022-03-23,10,26,610,403,4418.56,41,75444
372,2022-03-23,36,44,608,407,9698.57,72,70401
373,2022-03-24,47,46,605,402,2300.78,82,4015
374,2022-03-24,59,8,616,400,8551.62,19,97584
375,2022-03-24,4,1,613,402,8582.9,39,18908
376,2022-03-24,46,20,600,403,5551.6,57,17923
377,2022-03-24,40,62,615,400,1059.51,80,63914
378,2022-03-24,1,3,616,411,3472.67,46,12246
379,2022-03-24,33,56,605,401,23360.98,21,178065
380,2022-03-25,13,33,611,404,12334.17,10,29448
381,2022-03-25,26,59,618,403,9912.1,38,49318
382,2022-03-25,44,11,620,410,7836.27,21,63120
383,2022-03-25,25,49,617,407,1505.03,11,32463
384,2022-03-25,6,64,613,410,8059.39,22,79226
385,2022-03-25,59,6,607,403,18222.91,105,45532
386,2022-03-25,3,10,608,408,6071.59,14,33508
387,2022-03-25,60,41,600,403,16740.72,29,473666
388,2022-03-26,60,10,609,402,16279.16,23,304030
389,2022-03-26,44,43,612,411,2259.56,20,75639
390,2022-03-26,48,45,601,401,477.82,58,6580
391,2022-03-26,39,51,610,400,6707.11,67,74304
392,2022-03-26,15,46,617,406,7614.02,29,10616
393,2022-03-26,50,38,607,411,1367.53,81,3526
394,2022-03-26,25,20,612,405,4246.3,21,10680
395,2022-03-26,20,57,611,404,3329.01,10,17280
396,2022-03-26,28,58,617,408,5611.97,23,13442
397,2022-03-26,6,46,617,401,6372.32,51,60493
398,2022-03-26,1,38,613,406,8012.52,41,84967
399,2022-03-27,11,49,605,402,5495.95,22,37317
400,2022-03-27,10,9,605,406,3483.66,48,73469
401,2022-03-27,51,10,611,404,23884.45,28,427697
402,2022-03-27,32,26,614,401,7709.79,5,307456
403,2022-03-27,22,49,610,407,4012.63,27,49378
404,2022-03-27,21,26,615,405,2598.74,60,51830
405,2022-03-27,19,63,618,403,6236.52,22,30751
406,2022-03-27,24,15,618,403,6330.04,79,33583
407,2022-03-27,44,4,614,411,2886.84,47,19064
408,2022-03-27,53,53,615,402,17666.72,12,232477
409,2022-03-27,43,20,613,406,1665.69,71,86315
410,2022-03-27,26,54,617,400,8116.49,56,80373
411,2022-03-27,39,11,603,403,6918.41,55,31802
412,2022-03-28,40,6,618,410,7097.25,61,53463
413,2022-03-28,51,56,603,400,6972.13,12,367741
414,2022-03-28,48,29,614,405,1477.84,95,9199
415,2022-03-28,10,45,600,407,1940.94,63,21253
416,2022-03-28,8,19,611,404,4087.6,36,78303
417,2022-03-28,31,45,615,401,13763.32,27,337212
418,2022-03-28,21,9,609,400,8291.67,24,12960
419,2022-03-28,55,44,620,401,18542.79,10,488229
420,2022-03-28,16,23,617,402,6302.87,32,35281
421,2022-03-28,15,52,620,402,4423.03,32,30924
422,2022-03-28,2,26,614,409,4865.98,10,38153
423,2022-03-28,14,36,602,409,3322.78,39,17252
424,2022-03-28,24,42,606,407,2025.59,144,7916
425,2022-03-28,41,41,619,406,6501.78,24,55603
426,2022-03-28,23,59,619,402,8323.64,48,90541
427,2022-03-29,6,18,610,401,3147.15,24,33992
428,2022-03-29,24,19,616,406,4764.15,27,85340
429,2022-03-29,25,55,605,407,6719.51,32,82733
430,2022-03-29,11,63,609,402,4432.28,33,45593
431,2022-03-29,4,46,600,407,2228.81,59,83607
432,2022-03-29,33,64,613,410,14834.52,27,332706
433,2022-03-29,32,22,602,409,5617.21,29,215620
434,2022-03-29,19,5,608,403,8988.91,15,34971
435,2022-03-29,37,64,617,408,2018.9,24,45112
436,2022-03-29,50,47,617,400,2400.01,76,9951
437,2022-03-29,14,55,603,411,12790.92,20,24510
438,2022-03-29,56,5,614,404,11971.54,7,330199
439,2022-03-29,56,16,607,403,42428.11,34,461304
440,2022-03-29,23,55,605,409,2253.11,36,37124
441,2022-03-30,37,45,617,404,6371.72,31,52421
442,2022-03-30,46,38,609,409,3406.09,75,99037
443,2022-03-30,53,13,604,406,23375.37,19,133163
444,2022-03-30,9,17,607,402,14805.11,61,98635
445,2022-03-30,26,63,604,409,6691.62,94,17752
446,2022-03-31,5,12,612,408,7748.22,57,69597
447,2022-03-31,32,42,618,400,22378.16,28,148833
448,2022-03-31,47,59,620,410,2243.22,28,9756
449,2022-03-31,26,28,613,403,5452.43,51,47171
450,2022-03-31,22,17,618,407,8094.73,16,16021
451,2022-03-31,7,59,600,401,9364.9,30,67840
452,2022-03-31,30,1,613,403,9961.25,26,95196
453,2022-03-31,20,21,608,401,10509.64,21,10401
454,2022-03-31,24,22,601,406,1989.13,78,66260
455,2022-03-31,42,12,603,400,2920.79,19,27393
456,2022-03-31,38,29,616,410,5005.6,11,55032
457,2022-03-31,53,16,613,411,7643.5,7,220034
458,2022-04-01,6,14,603,405,4308.06,48,27973
459,2022-04-01,25,18,620,410,2285.68,77,83831
460,2022-04-01,1,22,614,405,7501.89,29,63963
461,2022-04-01,40,57,606,401,9069.34,54,2614
462,2022-04-01,38,50,611,406,3830.53,27,42477
463,2022-04-01,18,11,607,408,19625.98,34,6757
464,2022-04-01,55,39,606,408,17138.54,22,49208
465,2022-04-01,26,38,620,400,8054.21,40,74865
466,2022-04-01,25,15,607,407,13485.48,28,79243
467,2022-04-01,57,2,611,405,2187.85,63,57895
468,2022-04-01,35,23,615,401,1150.2,18,11807
469,2022-04-02,14,6,601,406,2575.78,74,32225
470,2022-04-02,28,52,602,410,5829.08,29,46368
471,2022-04-02,6,40,602,408,9288.32,29,80305
472,2022-04-02,21,51,618,410,7869.02,18,50654
473,2022-04-02,45,56,607,400,6400.64,97,25202
474,2022-04-02,30,8,609,410,7675.24,32,25655
475,2022-04-02,1,18,600,402,5467.72,54,78551
476,2022-04-02,34,34,605,405,2142.38,44,25473
477,2022-04-02,50,4,610,406,1179.95,28,5308
478,2022-04-03,41,10,615,407,5597.04,17,75484
479,2022-04-03,55,22,611,402,10102.32,8,400895
480,2022-04-03,44,15,607,411,11158.85,22,11610
481,2022-04-03,16,6,615,405,6978.73,14,16728
482,2022-04-03,60,5,617,411,19813.32,18,217710
483,2022-04-03,21,32,613,411,3879.42,19,84912
484,2022-04-03,24,16,616,410,9117.47,32,39253
485,2022-04-03,52,6,612,401,22539.82,14,262895
486,2022-04-03,21,12,617,407,1071.72,35,48219
487,2022-04-03,37,39,619,403,5175.34,73,35614
488,2022-04-03,47,32,604,400,2830.99,34,1445
489,2022-04-03,35,45,620,411,8894.79,52,10191
490,2022-04-03,49,49,609,401,1012.99,50,7878
491,2022-04-03,32,8,604,411,10596.51,9,66407
492,2022-04-04,27,48,614,411,1764.12,22,76247
493,2022-04-04,9,51,602,409,6110.39,65,96827
494,2022-04-04,9,31,609,404,8658.22,60,52762
495,2022-04-04,21,58,608,403,1672.19,35,27840
496,2022-04-04,50,14,604,401,910.94,118,1843
497,2022-04-04,27,16,617,405,9681.71,36,69233
498,2022-04-04,20,60,608,401,3175.47,24,44538
499,2022-04-04,3,28,610,402,1820.92,41,56627
500,2022-04-04,26,7,609,404,8380.81,32,14073
501,2022-04-04,26,58,617,411,5951.09,22,70560
502,2022-04-04,7,18,603,400,1555.02,38,27133
503,2022-04-04,13,52,611,410,10193.87,10,43163
504,2022-04-04,38,34,602,400,9974.45,35,94670
505,2022-04-05,52,17,602,405,7450.55,19,126548
506,2022-04-05,11,56,612,407,2383.27,32,16325
507,2022-04-05,23,28,605,404,3518.69,29,14541
508,2022-04-05,40,32,620,404,5490.02,80,72787
509,2022-04-05,4,12,608,406,2235.12,35,94233
510,2022-04-05,57,32,620,408,8153.62,58,57069
511,2022-04-05,31,63,611,409,15047.87,17,241786
512,2022-04-05,12,4,610,409,4847.26,22,8839
513,2022-04-05,52,61,616,405,20336.84,12,183689
514,2022-04-05,7,32,607,404,11606.41,25,38758
515,2022-04-05,37,50,611,402,2584.9,50,57026
